Exercício;"Código Agenda";"Programa";"Objetivo";"Objetivo Específico";"Indicador";"Meta do Objetivo Específico";"Região";"Unidade de Medida";"Valor esperado - 1º ano PPA";"Valor esperado - 2º ano PPA";"Valor esperado - 3º ano PPA";"Meta Final PPA";
2025;85;"5111";"1281";"0449";10585;"06PR";"Região Sul";"unidade";359.232,00;359.241,00;361.037,00;362.842,00;
2025;85;"5111";"1281";"0450";10591;"06Q7";"Região Centro-Oeste";"unidade";40.135,00;37.532,00;35.824,00;33.289,00;
2025;85;"5111";"1281";"0450";10591;"06Q7";"Região Nordeste";"unidade";59.471,00;59.164,00;57.857,00;56.650,00;
2025;85;"5111";"1281";"0450";10591;"06Q7";"Região Norte";"unidade";170.527,00;161.423,00;179.287,00;188.674,00;
2025;85;"5111";"1281";"0450";10591;"06Q7";"Região Sudeste";"unidade";9.750,00;10.243,00;10.984,00;11.726,00;
2025;85;"5111";"1281";"0450";10591;"06Q7";"Região Sul";"unidade";14.836,00;14.573,00;14.510,00;14.547,00;
2025;85;"5111";"1281";"0452";10598;"06PV";"Região Centro-Oeste";;17.478,00;19.110,00;19.750,00;19.390,00;
2025;85;"5111";"1281";"0452";10598;"06PV";"Região Nordeste";;207.110,00;180.180,00;181.500,00;182.820,00;
2025;85;"5111";"1281";"0452";10598;"06PV";"Região Norte";;35.880,00;35.490,00;35.750,00;36.010,00;
2025;85;"5111";"1281";"0452";10598;"06PV";"Região Sudeste";;31.236,00;30.030,00;30.250,00;30.470,00;
2025;85;"5111";"1281";"0452";10598;"06PV";"Região Sul";;8.296,00;8.190,00;8.250,00;8.310,00;
2025;85;"5111";"1281";"0463";10705;"06FG";"Região Centro-Oeste";"%";91,50;93,30;95,10;96,90;
2025;85;"5111";"1281";"0463";10705;"06FG";"Região Nordeste";"%";99,10;100,00;100,00;100,00;
2025;85;"5111";"1281";"0463";10705;"06FG";"Região Norte";"%";92,00;94,50;96,80;99,20;
2025;85;"5111";"1281";"0463";10705;"06FG";"Região Sudeste";"%";76,10;76,80;77,50;78,20;
2025;85;"5111";"1281";"0463";10705;"06FG";"Região Sul";"%";93,60;94,90;96,20;97,50;
2025;85;"5113";"1329";"0355";9699;"06BU";"Região Centro-Oeste";;201,00;85,00;95,00;105,00;
2025;85;"5113";"1329";"0355";9699;"06BU";"Região Nordeste";;571,00;289,00;323,00;357,00;
2025;85;"5113";"1329";"0355";9699;"06BU";"Região Norte";;68,00;95,00;108,00;124,00;
2025;85;"5113";"1329";"0355";9699;"06BU";"Região Sudeste";;290,00;187,00;209,00;231,00;
2025;85;"5113";"1329";"0355";9699;"06BU";"Região Sul";;248,00;102,00;114,00;126,00;
2025;85;"5113";"1329";"0357";9701;"06DH";"Região Centro-Oeste";;32,70;33,30;33,90;34,50;
2025;85;"5113";"1329";"0357";9701;"06DH";"Região Nordeste";;23,20;23,90;24,50;25,10;
2025;85;"5113";"1329";"0357";9701;"06DH";"Região Norte";;23,50;25,00;26,60;28,20;
2025;85;"5113";"1329";"0357";9701;"06DH";"Região Sudeste";;30,20;30,10;30,10;30,10;
2025;85;"5113";"1329";"0357";9701;"06DH";"Região Sul";;44,30;44,90;45,50;46,20;
2025;85;"5113";"1329";"0358";9703;"06DL";"Região Centro-Oeste";"%";10,80;11,50;12,20;12,90;
2025;85;"5113";"1329";"0358";9703;"06DL";"Região Nordeste";"%";7,70;8,20;8,80;9,40;
2025;85;"5113";"1329";"0358";9703;"06DL";"Região Norte";"%";5,70;6,30;7,10;8,00;
2025;85;"5113";"1329";"0358";9703;"06DL";"Região Sudeste";"%";14,80;15,10;15,40;15,80;
2025;85;"5113";"1329";"0358";9703;"06DL";"Região Sul";"%";18,90;20,10;21,30;22,70;
2025;86;"5131";"1322";"0276";9478;"057Z";"Região Centro-Oeste";"%";67,00;69,00;71,00;75,00;
2025;86;"5131";"1322";"0276";9478;"057Z";"Região Nordeste";"%";64,00;68,00;71,00;76,00;
2025;86;"5131";"1322";"0276";9478;"057Z";"Região Norte";"%";74,00;78,00;82,00;88,00;
2025;86;"5131";"1322";"0276";9478;"057Z";"Região Sudeste";"%";73,00;74,00;75,00;76,00;
2025;86;"5131";"1322";"0276";9478;"057Z";"Região Sul";"%";65,00;66,00;67,00;68,00;
2025;86;"5662";"1268";"0026";11374;"06PI";"Nacional";"unidade";44,00;43,00;45,00;45,00;
2025;86;"5662";"1268";"0027";11499;"0741";"Região Centro-Oeste";"unidade";5,00;8,00;8,00;4,00;
2025;86;"5662";"1268";"0027";11499;"0741";"Região Nordeste";"unidade";5,00;10,00;10,00;10,00;
2025;86;"5662";"1268";"0027";11499;"0741";"Região Norte";"unidade";5,00;10,00;10,00;10,00;
2025;86;"5662";"1268";"0027";11499;"0741";"Região Sudeste";"unidade";3,00;5,00;5,00;2,00;
2025;86;"5662";"1268";"0027";11499;"0741";"Região Sul";"unidade";2,00;2,00;2,00;1,00;
2025;86;"5812";"1287";"0077";10960;"06L8";"Região Centro-Oeste";"pessoas/ano";1.250,00;200,00;200,00;200,00;
2025;86;"5812";"1287";"0077";10960;"06L8";"Região Nordeste";"pessoas/ano";1.250,00;700,00;700,00;700,00;
2025;86;"5812";"1287";"0077";10960;"06L8";"Região Norte";"pessoas/ano";1.250,00;200,00;200,00;200,00;
2025;86;"5812";"1287";"0077";10960;"06L8";"Região Sudeste";"pessoas/ano";1.250,00;700,00;700,00;700,00;
2025;86;"5812";"1287";"0077";10960;"06L8";"Região Sul";"pessoas/ano";1.250,00;200,00;200,00;200,00;
2025;86;"5812";"1287";"0083";8912;"06L9";"Região Centro-Oeste";"% de execução";25,00;25,00;25,00;25,00;
2025;86;"5812";"1287";"0083";8912;"06L9";"Região Nordeste";"% de execução";25,00;25,00;25,00;25,00;
2025;86;"5812";"1287";"0083";8912;"06L9";"Região Norte";"% de execução";25,00;25,00;25,00;25,00;
2025;86;"5812";"1287";"0083";8912;"06L9";"Região Sudeste";"% de execução";25,00;25,00;25,00;25,00;
2025;86;"5812";"1287";"0083";8912;"06L9";"Região Sul";"% de execução";25,00;25,00;25,00;25,00;
2025;87;"4006";"1338";"0476";11315;"05SS";"Região Centro-Oeste";"unidade";89,00;250,00;500,00;700,00;
2025;87;"4006";"1338";"0476";11315;"05SS";"Região Nordeste";"unidade";723,00;750,00;1.500,00;2.200,00;
2025;87;"4006";"1338";"0476";11315;"05SS";"Região Norte";"unidade";67,00;300,00;600,00;800,00;
2025;87;"4006";"1338";"0476";11315;"05SS";"Região Sudeste";"unidade";736,00;1.472,00;2.208,00;2.944,00;
2025;87;"4006";"1338";"0476";11315;"05SS";"Região Sul";"unidade";385,00;400,00;800,00;1.000,00;
2025;87;"4006";"1338";"0477";10990;"05MB";"Região Centro-Oeste";"unidade";200,00;400,00;600,00;800,00;
2025;87;"4006";"1338";"0477";10990;"05MB";"Região Nordeste";"unidade";800,00;1.600,00;2.400,00;3.200,00;
2025;87;"4006";"1338";"0477";10990;"05MB";"Região Norte";"unidade";300,00;600,00;900,00;1.200,00;
2025;87;"4006";"1338";"0477";10990;"05MB";"Região Sudeste";"unidade";400,00;800,00;1.200,00;1.600,00;
2025;87;"4006";"1338";"0477";10990;"05MB";"Região Sul";"unidade";300,00;600,00;900,00;1.200,00;
2025;87;"4006";"1338";"0478";11048;"05OI";"Região Centro-Oeste";"unidade";252,00;520,00;780,00;1.680,00;
2025;87;"4006";"1338";"0478";11048;"05OI";"Região Nordeste";"unidade";2.268,00;4.680,00;7.020,00;15.120,00;
2025;87;"4006";"1338";"0478";11048;"05OI";"Região Norte";"unidade";189,00;390,00;585,00;1.260,00;
2025;87;"4006";"1338";"0478";11048;"05OI";"Região Sudeste";"unidade";2.331,00;4.810,00;7.215,00;15.540,00;
2025;87;"4006";"1338";"0478";11048;"05OI";"Região Sul";"unidade";1.260,00;2.600,00;3.900,00;8.400,00;
2025;87;"5126";"1337";"0431";10456;"06P9";"Região Centro-Oeste";"pessoas/ano";12.000,00;9.641,00;96.410,00;9.641,00;
2025;87;"5126";"1337";"0431";10456;"06P9";"Região Nordeste";"pessoas/ano";12.000,00;2.000,00;2.000,00;2.000,00;
2025;87;"5126";"1337";"0431";10456;"06P9";"Região Norte";"pessoas/ano";12.000,00;672,00;672,00;672,00;
2025;87;"5126";"1337";"0431";10456;"06P9";"Região Sudeste";"pessoas/ano";12.000,00;474,00;474,00;474,00;
2025;87;"5126";"1337";"0431";10456;"06P9";"Região Sul";"pessoas/ano";12.000,00;1.746,00;1.746,00;1.746,00;
2025;87;"5126";"1337";"0459";10650;"06QE";"Região Centro-Oeste";"pessoas/ano";1.157,00;5.511,00;5.590,00;5.676,00;
2025;87;"5126";"1337";"0459";10650;"06QE";"Região Nordeste";"pessoas/ano";1.736,00;1.520,00;1.660,00;1.813,00;
2025;87;"5126";"1337";"0459";10650;"06QE";"Região Norte";"pessoas/ano";437,00;425,00;466,00;511,00;
2025;87;"5126";"1337";"0459";10650;"06QE";"Região Sudeste";"pessoas/ano";7.959,00;10.133,00;10.676,00;11.274,00;
2025;87;"5126";"1337";"0459";10650;"06QE";"Região Sul";"pessoas/ano";3.183,00;2.145,00;2.358,00;2.592,00;
2025;87;"5661";"1289";"0060";11628;"0742";"Região Centro-Oeste";"%";10,00;10,00;10,00;10,00;
2025;87;"5661";"1289";"0060";11628;"0742";"Região Nordeste";"%";20,00;20,00;20,00;20,00;
2025;87;"5661";"1289";"0060";11628;"0742";"Região Norte";"%";20,00;20,00;20,00;20,00;
2025;87;"5661";"1289";"0060";11628;"0742";"Região Sudeste";"%";30,00;30,00;30,00;30,00;
2025;87;"5661";"1289";"0060";11628;"0742";"Região Sul";"%";20,00;20,00;20,00;20,00;
2025;88;"5118";"1331";"0453";10623;"05Y5";"Região Centro-Oeste";"unidade";262.522,00;275.822,00;289.930,00;304.902,00;
2025;88;"5118";"1331";"0453";10623;"05Y5";"Região Nordeste";"unidade";1.109.947,00;1.183.916,00;1.267.504,00;1.363.065,00;
2025;88;"5118";"1331";"0453";10623;"05Y5";"Região Norte";"unidade";206.571,00;239.447,00;282.331,00;339.639,00;
2025;88;"5118";"1331";"0453";10623;"05Y5";"Região Sudeste";"unidade";1.963.123,00;2.003.780,00;2.046.580,00;2.091.648,00;
2025;88;"5118";"1331";"0453";10623;"05Y5";"Região Sul";"unidade";1.017.540,00;1.050.776,00;1.085.363,00;1.121.360,00;
2025;88;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Alagoas e Sergipe";"unidade";7,50;6,90;6,30;5,70;
2025;88;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Altamira";"unidade";14,00;12,90;11,70;10,60;
2025;88;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Alto Rio Juruá";"unidade";22,10;20,30;18,50;16,70;
2025;88;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Alto Rio Negro";"unidade";21,20;19,50;17,70;16,00;
2025;88;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Alto Rio Purus";"unidade";53,60;49,30;44,90;40,60;
2025;88;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Alto Rio Solimões";"unidade";13,00;12,00;10,90;9,90;
2025;88;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Amapá e Norte do Pará";"unidade";22,10;20,30;18,50;16,70;
2025;88;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Araguaia";"unidade";21,90;20,10;18,30;16,50;
2025;88;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Bahia";"unidade";3,30;3,30;3,30;3,30;
2025;88;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Ceará";"unidade";2,30;2,30;2,30;2,30;
2025;88;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Cuiabá";"unidade";19,00;17,50;15,90;14,40;
2025;88;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Guamá-Tocantins";"unidade";13,10;12,60;11,50;10,40;
2025;88;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Interior Sul";"unidade";15,30;14,10;12,90;11,10;
2025;88;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Kaiapó do Mato Grosso";"unidade";17,30;15,90;14,50;13,10;
2025;88;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Kaiapó do Pará";"unidade";13,60;12,50;11,00;10,30;
2025;88;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Leste de Roraima";"unidade";11,30;10,40;9,50;8,50;
2025;88;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Litoral Sul";"unidade";5,00;5,00;5,00;5,00;
2025;88;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Manaus";"unidade";1,60;1,60;1,60;1,60;
2025;88;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Maranhão";"unidade";5,50;5,10;5,10;5,10;
2025;88;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Mato Grosso do Sul";"unidade";9,40;8,60;7,90;7,10;
2025;88;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Médio Rio Purus";"unidade";9,80;9,00;8,20;7,50;
2025;88;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Médio Rio Solimões e Afluentes";"unidade";31,40;28,80;26,30;23,70;
2025;88;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Minas Gerais e Espírito Santo";"unidade";22,50;20,70;18,90;17,00;
2025;88;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Parintins";"unidade";3,70;3,70;3,70;3,70;
2025;88;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Pernambuco";"unidade";5,20;5,20;5,20;5,20;
2025;88;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Porto Velho";"unidade";15,10;13,90;12,70;11,40;
2025;88;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Potiguara";"unidade";5,10;5,10;5,10;5,10;
2025;88;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Rio Tapajós";"unidade";19,80;18,20;16,60;15,00;
2025;88;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Tocantins";"unidade";10,10;9,30;8,50;7,70;
2025;88;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Vale do Javari";"unidade";47,20;43,40;39,50;35,70;
2025;88;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Vilhena";"unidade";9,90;9,10;8,30;7,50;
2025;88;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Xavante";"unidade";44,00;40,40;36,90;33,30;
2025;88;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Xingu";"unidade";10,60;9,70;8,80;8,00;
2025;88;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Yanomami";"unidade";65,50;60,20;54,90;49,50;
2025;88;"5123";"1280";"0028";8819;"053M";"Acre";;4.474,00;3.639,00;2.805,00;1.969,00;
2025;88;"5123";"1280";"0028";8819;"053M";"Amapá";;2.042,00;1.661,00;1.280,00;898,00;
2025;88;"5123";"1280";"0028";8819;"053M";"Amazonas";;40.568,00;32.998,00;25.427,00;17.859,00;
2025;88;"5123";"1280";"0028";8819;"053M";"Maranhão";;58,00;48,00;37,00;26,00;
2025;88;"5123";"1280";"0028";8819;"053M";"Mato Grosso";;1.180,00;959,00;740,00;519,00;
2025;88;"5123";"1280";"0028";8819;"053M";"Pará";;17.308,00;14.079,00;10.849,00;7.620,00;
2025;88;"5123";"1280";"0028";8819;"053M";"Rondônia";;9.121,00;7.420,00;5.717,00;4.016,00;
2025;88;"5123";"1280";"0028";8819;"053M";"Roraima";;18.784,00;15.278,00;11.773,00;8.268,00;
2025;88;"5123";"1280";"0028";8819;"053M";"Tocantins";;0,00;0,00;0,00;0,00;
2025;88;"5123";"1280";"0472";10782;"05L4";"Região Centro-Oeste";"unidade";726.640,00;871.968,00;1.046.361,00;1.255.634,00;
2025;88;"5123";"1280";"0472";10782;"05L4";"Região Nordeste";"unidade";4.102.195,00;4.922.634,00;5.907.160,00;7.088.593,00;
2025;88;"5123";"1280";"0472";10782;"05L4";"Região Norte";"unidade";1.376.490,00;1.651.789,00;1.982.146,00;2.378.572,00;
2025;88;"5123";"1280";"0472";10782;"05L4";"Região Sudeste";"unidade";3.221.520,00;3.865.823,00;4.638.990,00;5.566.788,00;
2025;88;"5123";"1280";"0472";10782;"05L4";"Região Sul";"unidade";1.695.993,00;2.035.191,00;20.442.229,00;2.930.676,00;
2025;88;"5123";"1280";"0484";10900;"05L6";"Região Centro-Oeste";"unidade";1,00;2,00;3,00;4,00;
2025;88;"5123";"1280";"0484";10900;"05L6";"Região Nordeste";"unidade";1,00;2,00;3,00;4,00;
2025;88;"5123";"1280";"0484";10900;"05L6";"Região Norte";"unidade";1,00;2,00;3,00;4,00;
2025;88;"5123";"1280";"0484";10900;"05L6";"Região Sudeste";"unidade";1,00;2,00;3,00;4,00;
2025;88;"5123";"1280";"0484";10900;"05L6";"Região Sul";"unidade";1,00;2,00;3,00;4,00;
2025;88;"5123";"1280";"0485";10901;"05L7";"Região Centro-Oeste";"%";35,00;50,00;60,00;70,00;
2025;88;"5123";"1280";"0485";10901;"05L7";"Região Nordeste";"%";35,00;50,00;60,00;70,00;
2025;88;"5123";"1280";"0485";10901;"05L7";"Região Norte";"%";35,00;50,00;60,00;70,00;
2025;88;"5123";"1280";"0485";10901;"05L7";"Região Sudeste";"%";35,00;50,00;60,00;70,00;
2025;88;"5123";"1280";"0485";10901;"05L7";"Região Sul";"%";35,00;50,00;60,00;70,00;
2025;88;"5123";"1280";"0487";10903;"064P";"Região Centro-Oeste";"%";40,00;60,00;80,00;100,00;
2025;88;"5123";"1280";"0487";10903;"064P";"Região Nordeste";"%";40,00;60,00;80,00;100,00;
2025;88;"5123";"1280";"0487";10903;"064P";"Região Norte";"%";40,00;60,00;80,00;100,00;
2025;88;"5123";"1280";"0487";10903;"064P";"Região Sudeste";"%";40,00;60,00;80,00;100,00;
2025;88;"5123";"1280";"0487";10903;"064P";"Região Sul";"%";40,00;60,00;80,00;100,00;
2025;88;"5812";"1287";"0077";10960;"06L8";"Região Centro-Oeste";"pessoas/ano";1.250,00;200,00;200,00;200,00;
2025;88;"5812";"1287";"0077";10960;"06L8";"Região Nordeste";"pessoas/ano";1.250,00;700,00;700,00;700,00;
2025;88;"5812";"1287";"0077";10960;"06L8";"Região Norte";"pessoas/ano";1.250,00;200,00;200,00;200,00;
2025;88;"5812";"1287";"0077";10960;"06L8";"Região Sudeste";"pessoas/ano";1.250,00;700,00;700,00;700,00;
2025;88;"5812";"1287";"0077";10960;"06L8";"Região Sul";"pessoas/ano";1.250,00;200,00;200,00;200,00;
2025;88;"5812";"1287";"0083";8912;"06L9";"Região Centro-Oeste";"% de execução";25,00;25,00;25,00;25,00;
2025;88;"5812";"1287";"0083";8912;"06L9";"Região Nordeste";"% de execução";25,00;25,00;25,00;25,00;
2025;88;"5812";"1287";"0083";8912;"06L9";"Região Norte";"% de execução";25,00;25,00;25,00;25,00;
2025;88;"5812";"1287";"0083";8912;"06L9";"Região Sudeste";"% de execução";25,00;25,00;25,00;25,00;
2025;88;"5812";"1287";"0083";8912;"06L9";"Região Sul";"% de execução";25,00;25,00;25,00;25,00;
2025;89;"1191";"1328";"0334";10322;"05FT";"Região Centro-Oeste";;7.198,00;11.250,00;11.260,00;11.270,00;
2025;89;"1191";"1328";"0334";10322;"05FT";"Região Nordeste";;348.830,00;577.520,00;561.850,00;563.800,00;
2025;89;"1191";"1328";"0334";10322;"05FT";"Região Norte";;17.745,00;44.680,00;33.670,00;34.240,00;
2025;89;"1191";"1328";"0334";10322;"05FT";"Região Sudeste";;48.587,00;79.450,00;79.700,00;79.950,00;
2025;89;"1191";"1328";"0334";10322;"05FT";"Região Sul";;42.640,00;88.300,00;88.520,00;88.740,00;
2025;89;"5136";"1327";"0342";9661;"059Z";"Região Centro-Oeste";"unidade";3.055,00;3.240,00;3.280,00;3.320,00;
2025;89;"5136";"1327";"0342";9661;"059Z";"Região Nordeste";"unidade";5.360,00;4.050,00;4.100,00;4.150,00;
2025;89;"5136";"1327";"0342";9661;"059Z";"Região Norte";"unidade";10.102,00;68.840,00;69.700,00;70.550,00;
2025;89;"5136";"1327";"0342";9661;"059Z";"Região Sudeste";"unidade";878,00;4.050,00;4.100,00;4.150,00;
2025;89;"5136";"1327";"0342";9661;"059Z";"Região Sul";"unidade";605,00;810,00;820,00;830,00;
2025;89;"5661";"1289";"0060";11628;"0742";"Região Centro-Oeste";"%";10,00;10,00;10,00;10,00;
2025;89;"5661";"1289";"0060";11628;"0742";"Região Nordeste";"%";20,00;20,00;20,00;20,00;
2025;89;"5661";"1289";"0060";11628;"0742";"Região Norte";"%";20,00;20,00;20,00;20,00;
2025;89;"5661";"1289";"0060";11628;"0742";"Região Sudeste";"%";30,00;30,00;30,00;30,00;
2025;89;"5661";"1289";"0060";11628;"0742";"Região Sul";"%";20,00;20,00;20,00;20,00;
2025;89;"5812";"1287";"0077";10960;"06L8";"Região Centro-Oeste";"pessoas/ano";1.250,00;200,00;200,00;200,00;
2025;89;"5812";"1287";"0077";10960;"06L8";"Região Nordeste";"pessoas/ano";1.250,00;700,00;700,00;700,00;
2025;89;"5812";"1287";"0077";10960;"06L8";"Região Norte";"pessoas/ano";1.250,00;200,00;200,00;200,00;
2025;89;"5812";"1287";"0077";10960;"06L8";"Região Sudeste";"pessoas/ano";1.250,00;700,00;700,00;700,00;
2025;89;"5812";"1287";"0077";10960;"06L8";"Região Sul";"pessoas/ano";1.250,00;200,00;200,00;200,00;
2025;89;"5812";"1287";"0083";8912;"06L9";"Região Centro-Oeste";"% de execução";25,00;25,00;25,00;25,00;
2025;89;"5812";"1287";"0083";8912;"06L9";"Região Nordeste";"% de execução";25,00;25,00;25,00;25,00;
2025;89;"5812";"1287";"0083";8912;"06L9";"Região Norte";"% de execução";25,00;25,00;25,00;25,00;
2025;89;"5812";"1287";"0083";8912;"06L9";"Região Sudeste";"% de execução";25,00;25,00;25,00;25,00;
2025;89;"5812";"1287";"0083";8912;"06L9";"Região Sul";"% de execução";25,00;25,00;25,00;25,00;
2025;90;"2321";"1270";"0056";8859;"068Y";"Região Nordeste";"unidade";97,00;150,00;170,00;195,00;
2025;90;"2321";"1270";"0056";8859;"068Y";"Região Sudeste";"unidade";0,00;0,00;4,00;4,00;
2025;90;"2321";"1270";"0056";8859;"068Y";"Região Sul";"unidade";3,00;3,00;3,00;3,00;
2025;90;"2322";"1256";"0014";8779;"05MR";"Região Centro-Oeste";"%";97,80;99,28;99,36;99,44;
2025;90;"2322";"1256";"0014";8779;"05MR";"Região Nordeste";"%";96,20;97,21;97,52;97,83;
2025;90;"2322";"1256";"0014";8779;"05MR";"Região Norte";"%";93,30;96,49;96,88;97,27;
2025;90;"2322";"1256";"0014";8779;"05MR";"Região Sudeste";"%";98,10;99,01;99,12;99,23;
2025;90;"2322";"1256";"0014";8779;"05MR";"Região Sul";"%";98,70;99,73;99,76;99,79;
2025;91;"2322";"1256";"0409";10961;"05N0";"Região Centro-Oeste";"%";93,60;85,10;86,00;86,90;
2025;91;"2322";"1256";"0409";10961;"05N0";"Região Nordeste";"%";73,60;73,60;75,30;77,00;
2025;91;"2322";"1256";"0409";10961;"05N0";"Região Norte";"%";54,40;54,40;57,90;61,40;
2025;91;"2322";"1256";"0409";10961;"05N0";"Região Sudeste";"%";93,60;93,60;94,10;94,60;
2025;91;"2322";"1256";"0409";10961;"05N0";"Região Sul";"%";86,80;86,80;87,80;88,80;
2025;92;"2322";"1256";"0409";10961;"05N0";"Região Centro-Oeste";"%";93,60;85,10;86,00;86,90;
2025;92;"2322";"1256";"0409";10961;"05N0";"Região Nordeste";"%";73,60;73,60;75,30;77,00;
2025;92;"2322";"1256";"0409";10961;"05N0";"Região Norte";"%";54,40;54,40;57,90;61,40;
2025;92;"2322";"1256";"0409";10961;"05N0";"Região Sudeste";"%";93,60;93,60;94,10;94,60;
2025;92;"2322";"1256";"0409";10961;"05N0";"Região Sul";"%";86,80;86,80;87,80;88,80;
2025;93;"2321";"1270";"0056";8859;"068Y";"Região Nordeste";"unidade";97,00;150,00;170,00;195,00;
2025;93;"2321";"1270";"0056";8859;"068Y";"Região Sudeste";"unidade";0,00;0,00;4,00;4,00;
2025;93;"2321";"1270";"0056";8859;"068Y";"Região Sul";"unidade";3,00;3,00;3,00;3,00;
2025;93;"2321";"1270";"0058";9981;"06F1";"Região Hidrográfica Amazônica";"%";0,10;0,10;0,20;0,20;
2025;93;"2321";"1270";"0058";9981;"06F1";"Região Hidrográfica Atlântico Leste";"%";21,80;22,10;22,50;22,90;
2025;93;"2321";"1270";"0058";9981;"06F1";"Região Hidrográfica Atlântico Nordeste Ocidental";"%";3,00;3,10;3,10;3,20;
2025;93;"2321";"1270";"0058";9981;"06F1";"Região Hidrográfica Atlântico Nordeste Oriental";"%";45,60;45,50;45,30;45,20;
2025;93;"2321";"1270";"0058";9981;"06F1";"Região Hidrográfica Atlântico Sudeste";"%";12,40;12,60;12,90;13,10;
2025;93;"2321";"1270";"0058";9981;"06F1";"Região Hidrográfica Atlântico Sul";"%";25,00;25,10;25,30;25,40;
2025;93;"2321";"1270";"0058";9981;"06F1";"Região Hidrográfica Paraguai";"%";2,30;2,30;2,30;2,40;
2025;93;"2321";"1270";"0058";9981;"06F1";"Região Hidrográfica Paraná";"%";9,60;9,80;10,00;10,20;
2025;93;"2321";"1270";"0058";9981;"06F1";"Região Hidrográfica Parnaíba";"%";9,90;10,00;10,10;10,20;
2025;93;"2321";"1270";"0058";9981;"06F1";"Região Hidrográfica São Francisco";"%";33,70;34,70;35,80;36,90;
2025;93;"2321";"1270";"0058";9981;"06F1";"Região Hidrográfica Tocantins-Araguaia";"%";2,70;2,80;2,80;2,90;
2025;93;"2321";"1270";"0058";9981;"06F1";"Região Hidrográfica Uruguai";"%";8,10;8,10;8,20;8,20;
2025;95;"2321";"1270";"0054";10611;"06A9";"Região Centro-Oeste";"ha";5.530,00;360,00;430,00;530,00;
2025;95;"2321";"1270";"0054";10611;"06A9";"Região Nordeste";"ha";28.261,00;5.540,00;6.040,00;6.540,00;
2025;95;"2321";"1270";"0054";10611;"06A9";"Região Norte";"ha";2.000,00;43,00;200,00;300,00;
2025;95;"2321";"1270";"0054";10611;"06A9";"Região Sudeste";"ha";10.030,00;4.540,00;5.040,00;5.540,00;
2025;97;"3107";"1294";"0122";9012;"074G";"Região Norte";"unidade";4,00;8,00;12,00;14,00;
2025;100;"3107";"1294";"0122";9012;"074G";"Região Norte";"unidade";4,00;8,00;12,00;14,00;
2025;103;"2310";"1253";"0136";9970;"05CL";"No Distrito Federal";"unidade";2,00;20,00;21,00;22,00;
2025;103;"2310";"1253";"0136";9970;"05CL";"No Estado da Bahia";"unidade";2,00;65,00;68,00;70,00;
2025;103;"2310";"1253";"0136";9970;"05CL";"No Estado da Paraíba";"unidade";2,00;8,00;8,00;9,00;
2025;103;"2310";"1253";"0136";9970;"05CL";"No Estado de Alagoas";"unidade";2,00;8,00;8,00;9,00;
2025;103;"2310";"1253";"0136";9970;"05CL";"No Estado de Goiás";"unidade";2,00;94,00;98,00;102,00;
