"Exercício";"Programa";"Objetivo";"Objetivo Específico";"Entrega";"Indicador";"Meta da Entrega";"Região";"Unidade de Medida";"Valor esperado - 1º ano PPA";"Valor esperado - 2º ano PPA";"Valor esperado - 3º ano PPA";"Meta Final PPA";
2025;"1191";"1328";"0321";"3371";12699;"07VF";"Região Centro-Oeste";"unidade";40.770,00;43.250,00;45.500,00;45.500,00;
2025;"1191";"1328";"0321";"3371";12699;"07VF";"Região Nordeste";"unidade";130.220,00;138.400,00;145.600,00;145.600,00;
2025;"1191";"1328";"0321";"3371";12699;"07VF";"Região Norte";"unidade";56.990,00;60.550,00;63.700,00;63.700,00;
2025;"1191";"1328";"0321";"3371";12699;"07VF";"Região Sudeste";"unidade";130.210,00;138.400,00;145.600,00;145.600,00;
2025;"1191";"1328";"0321";"3371";12699;"07VF";"Região Sul";"unidade";455.730,00;484.400,00;509.600,00;509.600,00;
2025;"1191";"1328";"0321";"3368";12696;"07VD";"Região Centro-Oeste";"unidade";2.090,00;2.200,00;2.750,00;2.750,00;
2025;"1191";"1328";"0321";"3368";12696;"07VD";"Região Nordeste";"unidade";10.640,00;11.200,00;14.000,00;14.000,00;
2025;"1191";"1328";"0321";"3368";12696;"07VD";"Região Norte";"unidade";4.180,00;4.400,00;5.500,00;5.500,00;
2025;"1191";"1328";"0321";"3368";12696;"07VD";"Região Sudeste";"unidade";1.330,00;1.400,00;1.750,00;1.750,00;
2025;"1191";"1328";"0321";"3368";12696;"07VD";"Região Sul";"unidade";760,00;800,00;1.000,00;1.000,00;
2025;"1191";"1328";"0321";"0710";10154;"05E8";"Região Nordeste";"unidade";759,00;789,00;835,00;882,00;
2025;"1191";"1328";"0321";"0710";10154;"05E8";"Região Sul";"unidade";6,00;7,00;7,00;8,00;
2025;"1191";"1328";"0321";"0710";10154;"05E8";"Região Norte";"unidade";3.177,00;850,00;900,00;950,00;
2025;"1191";"1328";"0321";"0710";10154;"05E8";"Região Sudeste";"unidade";136,00;54,00;58,00;60,00;
2025;"1191";"1328";"0321";"0715";10160;"05EC";"Região Centro-Oeste";"unidade";364,00;14.080,00;14.200,00;14.400,00;
2025;"1191";"1328";"0321";"0715";10160;"05EC";"Região Nordeste";"unidade";3.185,00;31.680,00;31.950,00;32.400,00;
2025;"1191";"1328";"0321";"0715";10160;"05EC";"Região Norte";"unidade";2.497,00;14.080,00;14.200,00;14.400,00;
2025;"1191";"1328";"0321";"0715";10160;"05EC";"Região Sudeste";"unidade";37.479,00;66.880,00;67.450,00;68.400,00;
2025;"1191";"1328";"0321";"0715";10160;"05EC";"Região Sul";"unidade";32.302,00;221.760,00;223.650,00;226.800,00;
2025;"5111";"1281";"0433";"1376";10480;"06HD";"Região Nordeste";;649,00;973,00;1.298,00;1.622,00;
2025;"5111";"1281";"0433";"1376";10480;"06HD";"Região Norte";;164,00;247,00;329,00;411,00;
2025;"5111";"1281";"0433";"1376";10480;"06HD";"Região Centro-Oeste";;169,00;254,00;338,00;423,00;
2025;"5111";"1281";"0433";"1376";10480;"06HD";"Região Sudeste";;602,00;903,00;1.204,00;1.505,00;
2025;"5111";"1281";"0433";"1376";10480;"06HD";"Região Sul";;430,00;645,00;860,00;1.075,00;
2025;"5111";"1281";"0433";"1382";10493;"06HE";"Região Centro-Oeste";;94,00;141,00;188,00;235,00;
2025;"5111";"1281";"0433";"1382";10493;"06HE";"Região Nordeste";;360,00;541,00;721,00;901,00;
2025;"5111";"1281";"0433";"1382";10493;"06HE";"Região Norte";;91,00;137,00;183,00;229,00;
2025;"5111";"1281";"0433";"1382";10493;"06HE";"Região Sudeste";;334,00;502,00;669,00;836,00;
2025;"5111";"1281";"0433";"1382";10493;"06HE";"Região Sul";;239,00;358,00;478,00;597,00;
2025;"5111";"1281";"0433";"1388";10509;"06HI";"Região Sudeste";"%";50,00;75,00;100,00;100,00;
2025;"5111";"1281";"0433";"1388";10509;"06HI";"Região Centro-Oeste";"%";78,00;100,00;100,00;100,00;
2025;"5111";"1281";"0433";"1388";10509;"06HI";"Região Sul";"%";66,00;100,00;100,00;100,00;
2025;"5111";"1281";"0433";"1388";10509;"06HI";"Região Nordeste";"%";66,70;77,80;88,90;100,00;
2025;"5111";"1281";"0433";"1388";10509;"06HI";"Região Norte";"%";28,60;71,40;58,70;100,00;
2025;"5111";"1281";"0457";"1496";10659;"06H6";"Região Centro-Oeste";;2.882.116,00;2.910.937,00;2.940.046,00;2.969.447,00;
2025;"5111";"1281";"0457";"1496";10659;"06H6";"Região Sudeste";;12.019.732,00;12.139.930,00;12.261.329,00;12.383.942,00;
2025;"5111";"1281";"0457";"1496";10659;"06H6";"Região Nordeste";;10.644.177,00;10.750.619,00;10.858.125,00;10.966.706,00;
2025;"5111";"1281";"0457";"1496";10659;"06H6";"Região Norte";;3.569.892,00;3.605.591,00;3.641.647,00;3.678.064,00;
2025;"5111";"1281";"0457";"1496";10659;"06H6";"Região Sul";;3.635.396,00;3.671.750,00;3.708.467,00;3.745.552,00;
2025;"5111";"1281";"0457";"1502";10668;"06I5";"Região Centro-Oeste";"%";94,50;95,00;95,00;95,00;
2025;"5111";"1281";"0457";"1502";10668;"06I5";"Região Nordeste";"%";92,50;93,50;94,00;95,00;
2025;"5111";"1281";"0457";"1502";10668;"06I5";"Região Norte";"%";91,50;92,50;93,50;95,00;
2025;"5111";"1281";"0457";"1502";10668;"06I5";"Região Sudeste";"%";95,00;95,00;95,00;95,00;
2025;"5111";"1281";"0457";"1502";10668;"06I5";"Região Sul";"%";95,00;95,00;95,00;95,00;
2025;"5111";"1281";"0457";"1500";10667;"06HU";"Região Centro-Oeste";;773,00;54,00;54,00;54,00;
2025;"5111";"1281";"0457";"1500";10667;"06HU";"Região Nordeste";;1.810,00;557,00;557,00;557,00;
2025;"5111";"1281";"0457";"1500";10667;"06HU";"Região Norte";;299,00;130,00;130,00;130,00;
2025;"5111";"1281";"0457";"1500";10667;"06HU";"Região Sudeste";;1.105,00;146,00;146,00;146,00;
2025;"5111";"1281";"0457";"1500";10667;"06HU";"Região Sul";;878,00;113,00;113,00;113,00;
2025;"5111";"1281";"0457";"1505";10673;"06ID";"Região Norte";;4.337.677,00;4.337.677,00;4.337.677,00;4.337.677,00;
2025;"5111";"1281";"0457";"1505";10673;"06ID";"Região Nordeste";;11.385.347,00;11.385.347,00;11.385.347,00;11.385.347,00;
2025;"5111";"1281";"0457";"1505";10673;"06ID";"Região Centro-Oeste";;2.999.556,00;2.999.556,00;2.999.556,00;2.999.556,00;
2025;"5111";"1281";"0457";"1505";10673;"06ID";"Região Sudeste";;14.767.595,00;14.767.595,00;14.767.595,00;14.767.595,00;
2025;"5111";"1281";"0457";"1505";10673;"06ID";"Região Sul";;5.367.655,00;5.367.655,00;5.367.655,00;5.367.655,00;
2025;"5111";"1281";"0457";"1506";10677;"06IR";"Região Sul";"%";94,40;94,70;94,90;95,00;
2025;"5111";"1281";"0457";"1506";10677;"06IR";"Região Sudeste";"%";85,00;85,60;86,90;86,00;
2025;"5111";"1281";"0457";"1506";10677;"06IR";"Região Nordeste";"%";91,40;91,70;91,90;92,00;
2025;"5111";"1281";"0457";"1506";10677;"06IR";"Região Centro-Oeste";"%";90,60;90,90;91,00;91,00;
2025;"5111";"1281";"0457";"1506";10677;"06IR";"Região Norte";"%";76,70;76,90;77,00;77,10;
2025;"5111";"1281";"0458";"3013";12375;"07LR";"Região Centro-Oeste";;107,00;83,00;56,00;35,00;
2025;"5111";"1281";"0458";"3013";12375;"07LR";"Região Nordeste";;474,00;425,00;330,00;303,00;
2025;"5111";"1281";"0458";"3013";12375;"07LR";"Região Norte";;112,00;134,00;115,00;138,00;
2025;"5111";"1281";"0458";"3013";12375;"07LR";"Região Sudeste";;215,00;143,00;118,00;71,00;
2025;"5111";"1281";"0458";"3013";12375;"07LR";"Região Sul";;86,00;76,00;66,00;46,00;
2025;"5111";"1281";"0439";"1424";10547;"06IC";"Região Centro-Oeste";;188,00;282,00;376,00;470,00;
2025;"5111";"1281";"0439";"1424";10547;"06IC";"Região Sudeste";;669,00;1.003,00;1.338,00;1.672,00;
2025;"5111";"1281";"0439";"1424";10547;"06IC";"Região Norte";;183,00;274,00;366,00;457,00;
2025;"5111";"1281";"0439";"1424";10547;"06IC";"Região Nordeste";;721,00;1.081,00;1.442,00;1.802,00;
2025;"5111";"1281";"0439";"1424";10547;"06IC";"Região Sul";;478,00;716,00;955,00;1.194,00;
2025;"5111";"1281";"0439";"1422";10545;"06IA";"Região Norte";;110,00;165,00;220,00;274,00;
2025;"5111";"1281";"0439";"1422";10545;"06IA";"Região Centro-Oeste";;113,00;169,00;226,00;282,00;
2025;"5111";"1281";"0439";"1422";10545;"06IA";"Região Nordeste";;432,00;649,00;865,00;1.081,00;
2025;"5111";"1281";"0439";"1422";10545;"06IA";"Região Sudeste";;401,00;602,00;803,00;1.003,00;
2025;"5111";"1281";"0439";"1422";10545;"06IA";"Região Sul";;287,00;430,00;573,00;716,00;
2025;"5111";"1281";"0465";"1580";10761;"06G3";"Região Sudeste";;334,00;1.168,00;1.668,00;1.668,00;
2025;"5111";"1281";"0465";"1580";10761;"06G3";"Região Norte";;90,00;315,00;450,00;450,00;
2025;"5111";"1281";"0465";"1580";10761;"06G3";"Região Nordeste";;359,00;1.255,00;1.793,00;1.793,00;
2025;"5111";"1281";"0465";"1580";10761;"06G3";"Região Sul";;238,00;834,00;1.191,00;1.191,00;
2025;"5111";"1281";"0465";"1580";10761;"06G3";"Região Centro-Oeste";;93,00;326,00;466,00;466,00;
2025;"5111";"1281";"0465";"1588";10764;"06G1";"Região Sudeste";;4,00;4,00;4,00;4,00;
2025;"5111";"1281";"0465";"1588";10764;"06G1";"Região Centro-Oeste";;4,00;4,00;4,00;4,00;
2025;"5111";"1281";"0465";"1588";10764;"06G1";"Região Nordeste";;9,00;9,00;9,00;9,00;
2025;"5111";"1281";"0465";"1588";10764;"06G1";"Região Norte";;7,00;7,00;7,00;7,00;
2025;"5111";"1281";"0465";"1588";10764;"06G1";"Região Sul";;3,00;3,00;3,00;3,00;
2025;"2321";"1270";"0054";"3414";12763;"07X6";"Região Nordeste";"unidade";;2.400.000,00;2.800.000,00;3.800.000,00;
2025;"2321";"1270";"0054";"3414";12763;"07X6";"Região Centro-Oeste";"unidade";;100.000,00;100.000,00;200.000,00;
2025;"2321";"1270";"0054";"3414";12763;"07X6";"Região Sudeste";"unidade";;1.000.000,00;1.000.000,00;1.000.000,00;
2025;"2321";"1270";"0054";"0153";8960;"05Y0";"Região Sudeste";"unidade";45,00;10,00;0,00;0,00;
2025;"2321";"1270";"0054";"0153";8960;"05Y0";"Região Nordeste";"unidade";142,00;50,00;50,00;50,00;
2025;"2321";"1270";"0054";"1614";10808;"05WC";"Região Norte";"ha";2.000,00;43,00;200,00;300,00;
2025;"2321";"1270";"0054";"1614";10808;"05WC";"Região Nordeste";"ha";10.000,00;5.500,00;6.000,00;6.500,00;
2025;"2321";"1270";"0054";"1614";10808;"05WC";"Região Centro-Oeste";"ha";5.000,00;330,00;400,00;500,00;
2025;"2321";"1270";"0054";"1614";10808;"05WC";"Região Sudeste";"ha";10.000,00;4.500,00;5.000,00;5.500,00;
2025;"2321";"1270";"0054";"2089";11441;"067P";"Região Nordeste";"ha";18.221,00;12.147,00;3.037,00;3.037,00;
2025;"2310";"1253";"0141";"1219";10271;"05FD";"No Estado do Acre";"unidade";7,00;14,00;21,00;30,00;
2025;"2310";"1253";"0141";"1219";10271;"05FD";"No Estado de Alagoas";"unidade";26,00;53,00;82,00;115,00;
2025;"2310";"1253";"0141";"1219";10271;"05FD";"No Estado do Amapá";"unidade";5,00;10,00;15,00;21,00;
2025;"2310";"1253";"0141";"1219";10271;"05FD";"No Estado do Amazonas";"unidade";12,00;25,00;40,00;55,00;
2025;"2310";"1253";"0141";"1219";10271;"05FD";"No Estado da Bahia";"unidade";73,00;150,00;235,00;327,00;
2025;"2310";"1253";"0141";"1219";10271;"05FD";"No Estado do Ceará";"unidade";74,00;152,00;238,00;331,00;
2025;"2310";"1253";"0141";"1219";10271;"05FD";"No Estado de Mato Grosso";"unidade";22,00;45,00;70,00;98,00;
2025;"2310";"1253";"0141";"1219";10271;"05FD";"No Estado de Mato Grosso do Sul";"unidade";19,00;39,00;61,00;85,00;
2025;"2310";"1253";"0141";"1219";10271;"05FD";"No Estado de Minas Gerais";"unidade";174,00;358,00;560,00;781,00;
2025;"2310";"1253";"0141";"1219";10271;"05FD";"No Estado do Pará";"unidade";48,00;99,00;155,00;217,00;
2025;"2310";"1253";"0141";"1219";10271;"05FD";"No Estado da Paraíba";"unidade";28,00;58,00;91,00;128,00;
2025;"2310";"1253";"0141";"1219";10271;"05FD";"No Estado do Paraná";"unidade";69,00;142,00;222,00;310,00;
2025;"2310";"1253";"0141";"1219";10271;"05FD";"No Estado de Pernambuco";"unidade";48,00;99,00;155,00;217,00;
2025;"2310";"1253";"0141";"1219";10271;"05FD";"No Estado do Piauí";"unidade";40,00;82,00;128,00;179,00;
2025;"2310";"1253";"0141";"1219";10271;"05FD";"No Estado do Rio Grande do Sul";"unidade";117,00;241,00;378,00;527,00;
2025;"2310";"1253";"0141";"1219";10271;"05FD";"No Estado de Rondônia";"unidade";7,00;14,00;21,00;30,00;
2025;"2310";"1253";"0141";"1219";10271;"05FD";"No Estado de Roraima";"unidade";5,00;10,00;15,00;21,00;
2025;"2310";"1253";"0141";"1219";10271;"05FD";"No Estado de Santa Catarina";"unidade";51,00;105,00;164,00;230,00;
2025;"2310";"1253";"0141";"1219";10271;"05FD";"No Estado de São Paulo";"unidade";201,00;413,00;646,00;900,00;
2025;"2310";"1253";"0141";"1219";10271;"05FD";"No Estado de Sergipe";"unidade";27,00;55,00;85,00;119,00;
2025;"2310";"1253";"0141";"1219";10271;"05FD";"No Estado do Tocantins";"unidade";13,00;27,00;43,00;60,00;
2025;"2310";"1253";"0141";"1219";10271;"05FD";"No Distrito Federal";"unidade";34,00;70,00;110,00;153,00;
2025;"2310";"1253";"0141";"1219";10271;"05FD";"No Estado do Espírito Santo";"unidade";45,00;92,00;143,00;200,00;
2025;"2310";"1253";"0141";"1219";10271;"05FD";"No Estado de Goiás";"unidade";44,00;90,00;140,00;196,00;
2025;"2310";"1253";"0141";"1219";10271;"05FD";"No Estado do Maranhão";"unidade";25,00;51,00;79,00;111,00;
2025;"2310";"1253";"0141";"1219";10271;"05FD";"No Estado do Rio de Janeiro";"unidade";191,00;394,00;620,00;862,00;
2025;"2310";"1253";"0141";"1219";10271;"05FD";"No Estado do Rio Grande do Norte";"unidade";35,00;72,00;113,00;157,00;
2025;"2310";"1253";"0143";"1629";10820;"05J4";"No Estado do Acre";"unidade";2,00;0,00;1,00;1,00;
2025;"2310";"1253";"0143";"1629";10820;"05J4";"No Estado de Alagoas";"unidade";5,00;1,00;2,00;2,00;
2025;"2310";"1253";"0143";"1629";10820;"05J4";"No Estado do Amapá";"unidade";2,00;1,00;1,00;2,00;
2025;"2310";"1253";"0143";"1629";10820;"05J4";"No Estado do Amazonas";"unidade";3,00;1,00;1,00;2,00;
2025;"2310";"1253";"0143";"1629";10820;"05J4";"No Estado de Mato Grosso";"unidade";11,00;3,00;4,00;5,00;
2025;"2310";"1253";"0143";"1629";10820;"05J4";"No Estado de Mato Grosso do Sul";"unidade";2,00;1,00;2,00;2,00;
2025;"2310";"1253";"0143";"1629";10820;"05J4";"No Estado de Minas Gerais";"unidade";17,00;9,00;13,00;17,00;
2025;"2310";"1253";"0143";"1629";10820;"05J4";"No Estado do Pará";"unidade";2,00;1,00;1,00;2,00;
2025;"2310";"1253";"0143";"1629";10820;"05J4";"No Estado da Paraíba";"unidade";2,00;1,00;1,00;2,00;
2025;"2310";"1253";"0143";"1629";10820;"05J4";"No Estado do Paraná";"unidade";43,00;11,00;14,00;18,00;
2025;"2310";"1253";"0143";"1629";10820;"05J4";"No Estado de Pernambuco";"unidade";2,00;2,00;3,00;4,00;
2025;"2310";"1253";"0143";"1629";10820;"05J4";"No Estado do Piauí";"unidade";6,00;2,00;2,00;3,00;
2025;"2310";"1253";"0143";"1629";10820;"05J4";"No Estado do Rio de Janeiro";"unidade";2,00;3,00;4,00;6,00;
2025;"2310";"1253";"0143";"1629";10820;"05J4";"No Estado do Rio Grande do Sul";"unidade";48,00;13,00;16,00;19,00;
2025;"2310";"1253";"0143";"1629";10820;"05J4";"No Estado de Rondônia";"unidade";6,00;2,00;2,00;3,00;
2025;"2310";"1253";"0143";"1629";10820;"05J4";"No Estado de Roraima";"unidade";2,00;1,00;1,00;1,00;
2025;"2310";"1253";"0143";"1629";10820;"05J4";"No Estado de Santa Catarina";"unidade";2,00;4,00;6,00;9,00;
2025;"2310";"1253";"0143";"1629";10820;"05J4";"No Estado de São Paulo";"unidade";22,00;16,00;25,00;33,00;
2025;"2310";"1253";"0143";"1629";10820;"05J4";"No Estado de Sergipe";"unidade";2,00;1,00;1,00;1,00;
2025;"2310";"1253";"0143";"1629";10820;"05J4";"No Estado do Tocantins";"unidade";6,00;2,00;3,00;4,00;
2025;"2310";"1253";"0143";"1629";10820;"05J4";"No Estado da Bahia";"unidade";16,00;4,00;6,00;7,00;
2025;"2310";"1253";"0143";"1629";10820;"05J4";"No Estado do Ceará";"unidade";22,00;6,00;8,00;9,00;
2025;"2310";"1253";"0143";"1629";10820;"05J4";"No Distrito Federal";"unidade";5,00;1,00;2,00;2,00;
2025;"2310";"1253";"0143";"1629";10820;"05J4";"No Estado do Espírito Santo";"unidade";10,00;3,00;3,00;4,00;
2025;"2310";"1253";"0143";"1629";10820;"05J4";"No Estado de Goiás";"unidade";16,00;5,00;7,00;8,00;
2025;"2310";"1253";"0143";"1629";10820;"05J4";"No Estado do Maranhão";"unidade";5,00;1,00;2,00;3,00;
2025;"2310";"1253";"0143";"1629";10820;"05J4";"No Estado do Rio Grande do Norte";"unidade";5,00;1,00;2,00;2,00;
2025;"5601";"1258";"0405";"2232";11568;"06JQ";"Região Centro-Oeste";"unidade";1,00;1,00;1,00;1,00;
2025;"5601";"1258";"0405";"2232";11568;"06JQ";"Região Nordeste";"unidade";1,00;1,00;1,00;1,00;
2025;"5601";"1258";"0405";"2232";11568;"06JQ";"Região Norte";"unidade";1,00;1,00;1,00;1,00;
2025;"5601";"1258";"0405";"2232";11568;"06JQ";"Região Sudeste";"unidade";1,00;1,00;1,00;1,00;
2025;"5601";"1258";"0405";"2232";11568;"06JQ";"Região Sul";"unidade";1,00;1,00;1,00;1,00;
2025;"5601";"1258";"0405";"2233";11569;"06JS";"Região Centro-Oeste";"unidade";3,00;5,00;5,00;3,00;
2025;"5601";"1258";"0405";"2233";11569;"06JS";"Região Nordeste";"unidade";3,00;5,00;5,00;3,00;
2025;"5601";"1258";"0405";"2233";11569;"06JS";"Região Norte";"unidade";3,00;5,00;5,00;3,00;
2025;"5601";"1258";"0405";"2233";11569;"06JS";"Região Sudeste";"unidade";3,00;5,00;5,00;3,00;
2025;"5601";"1258";"0405";"2233";11569;"06JS";"Região Sul";"unidade";3,00;5,00;5,00;3,00;
2025;"5601";"1258";"0405";"1775";11053;"05NJ";"Região Centro-Oeste";"m²";43.200,00;72.000,00;115.200,00;57.600,00;
2025;"5601";"1258";"0405";"1775";11053;"05NJ";"Região Nordeste";"m²";86.400,00;144.000,00;230.400,00;115.200,00;
2025;"5601";"1258";"0405";"1775";11053;"05NJ";"Região Norte";"m²";86.400,00;144.000,00;230.400,00;115.200,00;
2025;"5601";"1258";"0405";"1775";11053;"05NJ";"Região Sul";"m²";43.200,00;72.000,00;115.200,00;57.600,00;
2025;"5601";"1258";"0405";"1775";11053;"05NJ";"Região Sudeste";"m²";136.800,00;228.000,00;364.800,00;182.400,00;
2025;"5601";"1258";"0405";"1787";11065;"05NP";"Região Centro-Oeste";"m²";7.235,70;12.059,50;12.059,50;8.843,60;
2025;"5601";"1258";"0405";"1787";11065;"05NP";"Região Nordeste";"m²";14.471,40;24.118,90;24.118,90;17.687,30;
2025;"5601";"1258";"0405";"1787";11065;"05NP";"Região Norte";"m²";8.441,70;14.069,50;14.069,50;10.317,60;
2025;"5601";"1258";"0405";"1787";11065;"05NP";"Região Sudeste";"m²";22.913,00;38.188,40;38.188,40;28.004,80;
2025;"5601";"1258";"0405";"1787";11065;"05NP";"Região Sul";"m²";7.235,70;12.059,50;12.059,50;8.843,60;
2025;"5601";"1258";"0407";"1829";11123;"05PF";"Região Centro-Oeste";"unidade";2,00;2,00;4,00;4,00;
2025;"5601";"1258";"0407";"1829";11123;"05PF";"Região Sudeste";"unidade";6,00;8,00;8,00;10,00;
2025;"5601";"1258";"0407";"1829";11123;"05PF";"Região Sul";"unidade";4,00;4,00;4,00;6,00;
2025;"5601";"1258";"0407";"1829";11123;"05PF";"Região Nordeste";"unidade";6,00;6,00;8,00;8,00;
2025;"5601";"1258";"0407";"1829";11123;"05PF";"Região Norte";"unidade";2,00;2,00;2,00;4,00;
2025;"3101";"1262";"0012";"3385";12721;"07VZ";"Região Norte";"km";;24,54;1.659,90;0,00;
2025;"3101";"1262";"0012";"3385";12721;"07VZ";"Região Sudeste";"km";;802,06;19,82;2.832,50;
2025;"3101";"1262";"0012";"3385";12721;"07VZ";"Região Sul";"km";;645,10;0,00;0,00;
2025;"3101";"1262";"0012";"3385";12721;"07VZ";"Região Centro-Oeste";"km";;0,00;0,00;0,00;
2025;"3101";"1262";"0012";"3385";12721;"07VZ";"Região Nordeste";"km";;417,00;79,90;0,00;
2025;"5816";"1313";"0191";"0659";9868;"06IX";"Região Centro-Oeste";;0,00;0,00;0,00;0,00;
2025;"5816";"1313";"0191";"0659";9868;"06IX";"Região Nordeste";;0,00;0,00;1,00;1,00;
2025;"5816";"1313";"0191";"0659";9868;"06IX";"Região Norte";;0,00;0,00;0,00;0,00;
2025;"5816";"1313";"0191";"0659";9868;"06IX";"Região Sul";;0,00;1,00;1,00;1,00;
2025;"5816";"1313";"0191";"0659";9868;"06IX";"Região Sudeste";;1,00;1,00;1,00;1,00;
2025;"5816";"1313";"0191";"0656";9865;"06JJ";"Região Sudeste";;3,00;5,00;5,00;12,00;
2025;"5816";"1313";"0191";"0656";9865;"06JJ";"Região Centro-Oeste";;1,00;3,00;3,00;5,00;
2025;"5816";"1313";"0191";"0656";9865;"06JJ";"Região Norte";;2,00;4,00;6,00;13,00;
2025;"5816";"1313";"0191";"0656";9865;"06JJ";"Região Nordeste";;4,00;7,00;10,00;18,00;
2025;"5816";"1313";"0191";"0656";9865;"06JJ";"Região Sul";;0,00;2,00;3,00;6,00;
2025;"5816";"1313";"0192";"0670";9983;"06JG";"Região Sul";"%";100,00;100,00;100,00;100,00;
2025;"5816";"1313";"0192";"0670";9983;"06JG";"Região Sudeste";"%";100,00;100,00;100,00;100,00;
2025;"5816";"1313";"0192";"0670";9983;"06JG";"Região Norte";"%";85,00;100,00;100,00;100,00;
2025;"5816";"1313";"0192";"0670";9983;"06JG";"Região Centro-Oeste";"%";50,00;75,00;75,00;100,00;
2025;"5816";"1313";"0192";"0670";9983;"06JG";"Região Nordeste";"%";80,00;90,00;95,00;100,00;
2025;"5815";"1299";"0090";"0249";9066;"06OO";"Região Sul";;1,00;0,00;2,00;3,00;
2025;"5815";"1299";"0090";"0249";9066;"06OO";"Região Sudeste";;1,00;0,00;3,00;3,00;
2025;"5815";"1299";"0090";"0249";9066;"06OO";"Região Centro-Oeste";;2,00;0,00;1,00;2,00;
2025;"5815";"1299";"0090";"0249";9066;"06OO";"Região Nordeste";;3,00;0,00;2,00;4,00;
2025;"5815";"1299";"0090";"0249";9066;"06OO";"Região Norte";;3,00;0,00;2,00;3,00;
2025;"5815";"1299";"0090";"0141";8945;"06OD";"Região Norte";;60,00;500,00;900,00;1.100,00;
2025;"5815";"1299";"0090";"0141";8945;"06OD";"Região Nordeste";;60,00;500,00;900,00;1.100,00;
2025;"5815";"1299";"0090";"0141";8945;"06OD";"Região Sul";;60,00;2.500,00;2.900,00;2.900,00;
2025;"5815";"1299";"0090";"0141";8945;"06OD";"Região Sudeste";;60,00;2.500,00;2.900,00;3.140,00;
2025;"5815";"1299";"0090";"0141";8945;"06OD";"Região Centro-Oeste";;60,00;1.106,00;1.506,00;1.760,00;
2025;"5816";"1313";"0190";"0648";9857;"06HW";"Região Sudeste";"unidades/ano";1,00;2,00;3,00;4,00;
2025;"5816";"1313";"0190";"0648";9857;"06HW";"Região Norte";"unidades/ano";1,00;2,00;3,00;4,00;
2025;"5816";"1313";"0190";"0648";9857;"06HW";"Região Sul";"unidades/ano";1,00;2,00;3,00;3,00;
2025;"5816";"1313";"0190";"0648";9857;"06HW";"Região Centro-Oeste";"unidades/ano";1,00;2,00;3,00;3,00;
2025;"5816";"1313";"0190";"0648";9857;"06HW";"Região Nordeste";"unidades/ano";2,00;4,00;5,00;6,00;
2025;"5816";"1313";"0190";"0654";9860;"06HY";"Região Sul";"%";100,00;100,00;100,00;100,00;
2025;"5816";"1313";"0190";"0654";9860;"06HY";"Região Norte";"%";40,00;60,00;60,00;60,00;
2025;"5816";"1313";"0190";"0654";9860;"06HY";"Região Centro-Oeste";"%";100,00;75,00;75,00;75,00;
2025;"5816";"1313";"0190";"0654";9860;"06HY";"Região Nordeste";"%";65,00;65,00;77,00;77,00;
2025;"5816";"1313";"0190";"0654";9860;"06HY";"Região Sudeste";"%";75,00;75,00;100,00;100,00;
2025;"5816";"1313";"0190";"0655";9862;"06I1";"Região Sul";;0,00;3,00;0,00;0,00;
2025;"5816";"1313";"0190";"0655";9862;"06I1";"Região Sudeste";;0,00;4,00;0,00;0,00;
2025;"5816";"1313";"0190";"0655";9862;"06I1";"Região Centro-Oeste";;1,00;3,00;0,00;0,00;
2025;"5816";"1313";"0190";"0655";9862;"06I1";"Região Nordeste";;3,00;6,00;0,00;0,00;
2025;"5816";"1313";"0190";"0655";9862;"06I1";"Região Norte";;0,00;7,00;0,00;0,00;
2025;"5816";"1313";"0190";"0645";9854;"06HT";"Região Sul";"pessoas/ano";750,00;1.500,00;2.250,00;3.000,00;
2025;"5816";"1313";"0190";"0645";9854;"06HT";"Região Sudeste";"pessoas/ano";2.000,00;4.000,00;6.000,00;8.000,00;
2025;"5816";"1313";"0190";"0645";9854;"06HT";"Região Centro-Oeste";"pessoas/ano";500,00;1.000,00;1.500,00;2.000,00;
2025;"5816";"1313";"0190";"0645";9854;"06HT";"Região Nordeste";"pessoas/ano";1.250,00;2.500,00;3.750,00;5.000,00;
2025;"5816";"1313";"0190";"0645";9854;"06HT";"Região Norte";"pessoas/ano";500,00;1.000,00;1.500,00;2.000,00;
2025;"5816";"1313";"0190";"2266";11634;"06S3";"Região Sul";;1,00;3,00;6,00;9,00;
2025;"5816";"1313";"0190";"2266";11634;"06S3";"Região Sudeste";;1,00;3,00;6,00;9,00;
2025;"5816";"1313";"0190";"2266";11634;"06S3";"Região Centro-Oeste";;2,00;5,00;9,00;13,00;
2025;"5816";"1313";"0190";"2266";11634;"06S3";"Região Nordeste";;2,00;4,00;7,00;10,00;
2025;"5816";"1313";"0190";"2266";11634;"06S3";"Região Norte";;2,00;5,00;9,00;13,00;
2025;"3104";"1303";"0163";"1095";10103;"069S";"No Distrito Federal";"%";5,00;40,00;80,00;100,00;
2025;"4101";"1265";"0025";"0031";12821;"07YU";"Brasília";"unidade";1.600.000,00;3.400.000,00;5.300.000,00;7.300.000,00;
2025;"2322";"1256";"0014";"2772";12135;"07DX";"No Distrito Federal";"unidade";0,00;0,00;0,00;0,00;
2025;"2322";"1256";"0014";"2772";12135;"07DX";"No Estado de Roraima";"unidade";0,00;0,00;0,00;0,00;
2025;"2322";"1256";"0014";"2772";12135;"07DX";"No Estado de Santa Catarina";"unidade";1,00;0,00;0,00;0,00;
