Exercício;"Código Agenda";"Programa";"Objetivo";"Objetivo Específico";"Entrega";"Indicador";"Meta da Entrega";"Meta Cumulativa";"Valor esperado - 1º ano PPA";"Valor esperado - 2º ano PPA";"Valor esperado - 3º ano PPA";"Meta Final PPA";
2025;25;"5136";"1327";"0344";"1184";10215;"05F0";"Não";7,00;10,00;10,00;14,00;
2025;25;"5136";"1327";"0344";"1191";10222;"05F1";"Não";9.800,00;10.000,00;15.000,00;15.200,00;
2025;25;"5136";"1327";"0344";"1195";10229;"05F3";"Não";176.832,00;194.515,00;213.966,00;235.363,00;
2025;25;"5136";"1327";"0344";"1201";10237;"05F5";"Não";5,00;1.000,00;1.200,00;1.400,00;
2025;25;"5136";"1327";"0345";"1385";10582;"0699";"Não";2.500,00;1.250,00;1.250,00;1.250,00;
2025;25;"5136";"1327";"0345";"1400";10589;"069A";"Não";1.250,00;625,00;625,00;625,00;
2025;25;"5136";"1327";"0345";"1433";10594;"069D";"Não";12.500,00;6.250,00;6.250,00;6.250,00;
2025;25;"5136";"1327";"0346";"1467";10614;"0692";"Não";1.500,00;1.800,00;2.000,00;2.000,00;
2025;25;"5136";"1327";"0346";"1485";10643;"068Z";"Não";7.500,00;5.000,00;5.000,00;5.000,00;
2025;25;"5136";"1327";"0347";"1167";10192;"05ET";"Não";1.750.000,00;1.750.000,00;1.750.000,00;1.750.000,00;
2025;25;"5136";"1327";"0347";"1566";10968;"068Q";"Não";2.500.000,00;1.500.000,00;1.500.000,00;1.500.000,00;
2025;25;"5136";"1327";"0347";"1581";10969;"068R";"Não";500.000,00;500.000,00;500.000,00;500.000,00;
2025;25;"5136";"1327";"0347";"1585";10971;"068L";"Não";300,00;500,00;500,00;500,00;
2025;25;"5136";"1327";"0347";"1587";10783;"0684";"Não";500.000,00;750.000,00;750.000,00;750.000,00;
2025;25;"5136";"1327";"0347";"1589";10774;"068J";"Não";1.000.000,00;1.200.000,00;1.500.000,00;2.000.000,00;
2025;26;"1144";"1255";"0007";"0006";8775;"06AD";"Não";19,00;9,00;10,00;11,00;
2025;26;"1144";"1255";"0007";"0041";8826;"06AM";"Não";9,95;11,79;13,60;15,35;
2025;26;"1144";"1255";"0033";"0047";8831;"06FE";"Não";404.013.424.594,37;470.398.519.795,52;548.405.619.034,71;640.204.442.146,29;
2025;26;"1144";"1255";"0033";"0048";9516;"06FI";"Não";1.912.394,00;1.892.427,00;1.873.427,00;1.855.389,00;
2025;26;"1144";"1255";"0036";"0136";8934;"06AX";"Sim";50,00;60,00;77,00;100,00;
2025;26;"1144";"1255";"0036";"1399";10522;"06BB";"Sim";1,00;5,00;9,00;13,00;
2025;26;"1144";"1255";"0175";"0331";9184;"06BF";"Não";3,00;20.000,00;20.000,00;20.000,00;
2025;26;"1144";"1255";"0175";"0342";9188;"06BK";"Sim";600.077,00;100.000,00;200.000,00;300.000,00;
2025;26;"1144";"1255";"0175";"0348";9196;"06BQ";"Sim";17.500,00;30.454,00;49.249,00;69.979,00;
2025;26;"1144";"1255";"0187";"0371";9222;"06BV";"Sim";18.000,00;2.500,00;3.000,00;3.500,00;
2025;26;"1144";"1255";"0187";"0372";9223;"06DP";"Sim";5.000,00;500,00;700,00;800,00;
2025;26;"1144";"1255";"0187";"0373";9225;"06DQ";"Não";1,00;1,00;1,00;1,00;
2025;26;"1144";"1255";"0525";"2025";11355;"0616";"Não";65,00;70,00;75,00;80,00;
2025;26;"1144";"1255";"0525";"2026";11357;"0617";"Não";27,00;27,00;27,00;27,00;
2025;26;"1144";"1255";"0525";"2027";11358;"0618";"Não";2.500,00;2.500,00;2.500,00;2.500,00;
2025;26;"1144";"1255";"0525";"2028";11359;"0619";"Não";100,00;10,00;10,00;10,00;
2025;26;"1158";"1318";"0247";"0564";9503;"05BK";"Sim";2.574,00;5.148,00;7.722,00;10.374,00;
2025;26;"1158";"1318";"0247";"0585";9890;"05BM";"Sim";3,00;3,00;4,00;4,00;
2025;26;"1158";"1318";"0247";"0902";9889;"05OC";"Sim";1,00;2,00;2,00;3,00;
2025;26;"1158";"1318";"0247";"1000";9998;"05CU";"Sim";1,00;3,00;5,00;6,00;
2025;26;"1158";"1318";"0247";"1028";10032;"05DY";"Sim";20,00;40,00;50,00;60,00;
2025;26;"1158";"1318";"0247";"1046";10898;"05KD";"Sim";3,00;4,00;5,00;5,00;
2025;26;"1158";"1318";"0247";"1290";10374;"05BL";"Não";1,00;6,00;6,00;6,00;
2025;26;"1158";"1318";"0247";"2107";11478;"06CI";"Não";70,00;70,00;70,00;70,00;
2025;26;"1158";"1318";"0272";"0598";9530;"05UL";"Sim";25,00;50,00;75,00;100,00;
2025;26;"1158";"1318";"0272";"0601";9531;"05UM";"Sim";150,00;1.500,00;2.000,00;2.500,00;
2025;26;"1158";"1318";"0272";"0609";9537;"05UP";"Sim";63,53;67,50;67,50;88,50;
2025;26;"1158";"1318";"0272";"0612";9541;"05T2";"Sim";1.703,00;1.803,00;1.903,00;2.003,00;
2025;26;"1158";"1318";"0272";"0616";9546;"05T4";"Sim";72,00;82,00;92,00;102,00;
2025;26;"1158";"1318";"0272";"1237";10299;"05FZ";"Sim";1,00;1,00;2,00;2,00;
2025;26;"1158";"1318";"0272";"1298";11082;"05O6";"Não";960.000,00;3,00;4,00;4,00;
2025;26;"1158";"1318";"0274";"0626";9565;"05VS";"Sim";10,00;12,50;43,75;68,75;
2025;26;"1158";"1318";"0274";"0635";9577;"05V1";"Sim";0,00;0,00;0,00;50,00;
2025;26;"1158";"1318";"0274";"1668";10897;"05KC";"Sim";1,00;0,00;1,00;4,00;
2025;26;"1158";"1318";"0275";"0638";9582;"05ZD";"Sim";20.000.000,00;17.000.000,00;18.000.000,00;20.000.000,00;
2025;26;"1158";"1318";"0275";"0639";9584;"05ZE";"Sim";10,00;5,00;11,00;11,00;
2025;26;"1158";"1318";"0275";"0641";9585;"05ZF";"Sim";400,00;1.000,00;1.500,00;1.500,00;
2025;26;"1158";"1318";"0275";"0642";9587;"05ZH";"Sim";1,00;4,00;6,00;6,00;
2025;26;"1158";"1318";"0275";"0644";9589;"05ZK";"Sim";0,00;7,00;12,00;12,00;
2025;26;"1158";"1318";"0279";"0647";9590;"05UA";"Não";100,00;220,00;270,00;320,00;
2025;26;"1158";"1318";"0279";"0651";9591;"05UC";"Não";10.000,00;47.000,00;52.000,00;57.000,00;
2025;26;"1158";"1318";"0416";"1281";10346;"05W8";"Sim";25,00;50,00;75,00;100,00;
2025;26;"1158";"1318";"0416";"1288";10358;"05W1";"Sim";25,00;50,00;75,00;100,00;
2025;26;"1158";"1318";"0416";"1292";10376;"05VY";"Sim";25,00;25,00;50,00;100,00;
2025;26;"1158";"1318";"0416";"1311";10387;"05VZ";"Sim";3,00;1,00;3,00;5,00;
2025;26;"1158";"1318";"0416";"1315";10394;"05W9";"Sim";6,00;3,00;6,00;9,00;
2025;26;"1158";"1318";"0416";"1318";10397;"05ZS";"Sim";10,00;25,00;30,00;50,00;
2025;26;"2318";"1263";"0013";"0273";9106;"06UK";"Sim";50,00;100,00;100,00;100,00;
2025;26;"2318";"1263";"0013";"0275";9112;"06UI";"Sim";25,00;100,00;100,00;100,00;
2025;26;"2318";"1263";"0013";"0299";9137;"07GP";"Não";121,00;121,00;121,00;121,00;
2025;26;"2318";"1263";"0013";"0306";9144;"07GR";"Sim";14,00;17,00;20,00;23,00;
2025;26;"2318";"1263";"0013";"0310";9151;"07GS";"Não";25,00;35,00;25,00;25,00;
2025;26;"2318";"1263";"0013";"0314";9156;"07GT";"Sim";83,00;100,00;150,00;200,00;
2025;26;"2318";"1263";"0013";"0377";9233;"06CA";"Não";92,00;120,00;50,00;50,00;
2025;26;"2318";"1263";"0013";"1740";11000;"05VL";"Sim";3.263,00;1.219,00;1.359,00;1.471,00;
2025;26;"2318";"1263";"0013";"2824";12189;"07FO";"Não";1.490.000.000,00;729.334.853,47;690.948.808,55;571.952.069,30;
2025;26;"2318";"1263";"0013";"2825";12191;"07FP";"Não";52,00;70,00;70,00;70,00;
2025;26;"2318";"1263";"0013";"3036";12403;"07MN";"Não";2,00;3,00;3,00;4,00;
2025;26;"2318";"1263";"0013";"3096";12465;"07OE";"Não";1,00;0,00;0,00;0,00;
2025;26;"2318";"1263";"0013";"3103";12472;"07OL";"Não";1,00;0,00;0,00;0,00;
2025;26;"2318";"1263";"0013";"3108";12477;"07OQ";"Não";1,00;0,00;0,00;0,00;
2025;26;"2318";"1263";"0013";"3153";12522;"07PZ";"Não";1,00;0,00;0,00;0,00;
2025;26;"2318";"1263";"0013";"3157";12526;"07Q3";"Não";1,00;0,00;0,00;0,00;
2025;26;"2318";"1263";"0013";"3158";12527;"07Q4";"Não";1,00;0,00;0,00;0,00;
2025;26;"2318";"1263";"0013";"3167";12536;"07QD";"Não";1,00;0,00;0,00;0,00;
2025;26;"2318";"1263";"0023";"1760";11037;"061R";"Sim";0,68;0,70;0,72;0,75;
2025;26;"2318";"1263";"0023";"1831";11129;"061W";"Não";100,00;100,00;100,00;100,00;
2025;26;"2318";"1263";"0023";"2022";11350;"05Z3";"Não";100,00;100,00;100,00;100,00;
2025;26;"5602";"1259";"0398";"1120";10132;"05DW";"Não";4,00;3,00;1,00;0,00;
2025;26;"5602";"1259";"0398";"2077";11414;"066L";"Não";63,00;0,00;0,00;0,00;
2025;26;"5602";"1259";"0399";"1131";10147;"05E4";"Não";0,00;2.274,00;4.545,00;4.545,00;
2025;26;"5602";"1259";"0399";"1136";10152;"05E5";"Não";7.390,00;15.464,00;23.168,00;40.554,00;
2025;26;"5602";"1259";"0399";"1147";10163;"05EA";"Não";0,00;2.450,00;5.585,00;7.065,00;
2025;26;"5602";"1259";"0399";"2776";12139;"07DO";"Não";43,00;64,00;27,00;5,00;
2025;26;"5602";"1259";"0399";"2810";12175;"07F6";"Não";100.000.000,00;150.000.000,00;80.000.000,00;85.884.444,25;
2025;26;"5602";"1259";"0399";"2814";12179;"07FC";"Não";1.600.000.000,00;800.000.000,00;1.100.000.000,00;1.000.000.000,00;
2025;27;"1144";"1255";"0007";"0006";8775;"06AD";"Não";19,00;9,00;10,00;11,00;
2025;27;"1144";"1255";"0007";"0041";8826;"06AM";"Não";9,95;11,79;13,60;15,35;
2025;27;"1144";"1255";"0033";"0047";8831;"06FE";"Não";404.013.424.594,37;470.398.519.795,52;548.405.619.034,71;640.204.442.146,29;
2025;27;"1144";"1255";"0033";"0048";9516;"06FI";"Não";1.912.394,00;1.892.427,00;1.873.427,00;1.855.389,00;
2025;27;"1144";"1255";"0175";"0331";9184;"06BF";"Não";3,00;20.000,00;20.000,00;20.000,00;
2025;27;"1144";"1255";"0175";"0342";9188;"06BK";"Sim";600.077,00;100.000,00;200.000,00;300.000,00;
2025;27;"1144";"1255";"0175";"0348";9196;"06BQ";"Sim";17.500,00;30.454,00;49.249,00;69.979,00;
2025;27;"1144";"1255";"0187";"0371";9222;"06BV";"Sim";18.000,00;2.500,00;3.000,00;3.500,00;
2025;27;"1144";"1255";"0187";"0372";9223;"06DP";"Sim";5.000,00;500,00;700,00;800,00;
2025;27;"1144";"1255";"0187";"0373";9225;"06DQ";"Não";1,00;1,00;1,00;1,00;
2025;27;"1144";"1255";"0525";"2025";11355;"0616";"Não";65,00;70,00;75,00;80,00;
2025;27;"1144";"1255";"0525";"2026";11357;"0617";"Não";27,00;27,00;27,00;27,00;
2025;27;"1144";"1255";"0525";"2027";11358;"0618";"Não";2.500,00;2.500,00;2.500,00;2.500,00;
2025;27;"1144";"1255";"0525";"2028";11359;"0619";"Não";100,00;10,00;10,00;10,00;
2025;27;"1189";"1319";"0273";"0657";9594;"064O";"Sim";50.000,00;70.000,00;100.000,00;120.000,00;
2025;27;"1189";"1319";"0273";"0666";9598;"064R";"Sim";30.000,00;5.000,00;11.500,00;15.000,00;
2025;27;"1189";"1319";"0273";"0669";9600;"06DF";"Sim";60,00;89,00;90,00;91,00;
2025;27;"1189";"1319";"0273";"0673";9604;"064Y";"Sim";10,00;20,00;30,00;40,00;
2025;27;"1189";"1319";"0273";"0676";9606;"0615";"Sim";5,00;7,00;10,00;15,00;
2025;27;"1189";"1319";"0273";"0682";9609;"063J";"Sim";20,00;74,00;75,00;80,00;
2025;27;"1189";"1319";"0273";"1377";10478;"0650";"Sim";26,00;34,00;39,00;44,00;
2025;27;"1189";"1319";"0273";"1378";10483;"063K";"Sim";12,00;25,00;37,00;50,00;
2025;27;"1191";"1328";"0321";"0710";10154;"05E8";"Não";4.072,00;1.700,00;1.800,00;1.900,00;
2025;27;"1191";"1328";"0321";"0715";10160;"05EC";"Não";75.800,00;352.000,00;355.000,00;360.000,00;
2025;27;"1191";"1328";"0321";"2260";11625;"06RE";"Não";21.682,00;15.000,00;16.000,00;17.000,00;
2025;27;"1191";"1328";"0321";"2261";11626;"06RF";"Não";70,00;2.100,00;2.220,00;2.400,00;
2025;27;"1191";"1328";"0321";"2262";11627;"06RG";"Não";15.184,00;15.500,00;16.000,00;17.000,00;
2025;27;"1191";"1328";"0324";"0718";10176;"05EG";"Não";585.000,00;600.000,00;600.000,00;720.000,00;
2025;27;"1191";"1328";"0325";"0720";10187;"05EM";"Não";15.000,00;100.000,00;100.000,00;100.000,00;
2025;27;"1191";"1328";"0325";"0726";10193;"05EN";"Não";5.711,00;25.000,00;26.000,00;27.000,00;
2025;27;"1191";"1328";"0327";"0733";10313;"05G8";"Não";19,00;19,00;19,00;19,00;
2025;27;"1191";"1328";"0327";"0735";10267;"05G9";"Não";12,00;57.183,00;65.760,00;75.624,00;
2025;27;"1191";"1328";"0328";"0740";10325;"05GA";"Não";1.761,00;4.500,00;4.500,00;4.500,00;
2025;27;"1191";"1328";"0328";"0903";10343;"05GB";"Não";1.536,00;1.843,00;2.211,00;2.653,00;
2025;27;"1191";"1328";"0328";"0904";10355;"05GD";"Não";11.966,00;14.000,00;15.800,00;17.500,00;
2025;27;"1191";"1328";"0328";"0905";10380;"05GE";"Não";2.000,00;3.000,00;3.000,00;1.000,00;
2025;27;"1191";"1328";"0328";"0906";10413;"05H3";"Não";2.588,00;15.500,00;16.000,00;16.500,00;
2025;27;"1191";"1328";"0330";"0907";10544;"05I5";"Sim";39.000,00;6.100,00;81.100,00;120.000,00;
2025;27;"1191";"1328";"0330";"0908";10752;"05IB";"Não";646.971,00;1.100.000,00;1.150.000,00;1.200.000,00;
2025;27;"1191";"1328";"0331";"0909";9891;"05BN";"Não";3.400.000,00;3.400.000,00;4.000.000,00;4.000.000,00;
2025;27;"1191";"1328";"0333";"0911";10283;"05FL";"Não";118.000,00;299.000,00;300.000,00;301.000,00;
2025;27;"1191";"1328";"0333";"0913";10318;"05FQ";"Não";8.400,00;4.000,00;5.000,00;6.000,00;
2025;27;"1191";"1328";"0334";"0914";10330;"05FV";"Não";15.000,00;60.000,00;61.000,00;62.000,00;
2025;27;"1191";"1328";"0334";"0915";10340;"05FY";"Não";20.000,00;10.000,00;10.000,00;10.000,00;
2025;27;"1191";"1328";"0334";"0916";10350;"05G1";"Não";20.000,00;43.200,00;15.000,00;16.000,00;
2025;27;"1191";"1328";"0334";"0917";10361;"05G3";"Não";453.000,00;680.000,00;681.000,00;682.000,00;
2025;27;"1191";"1328";"0334";"2251";11615;"06PD";"Não";500,00;6.000,00;6.000,00;6.000,00;
2025;27;"1191";"1328";"0334";"2252";11616;"06RH";"Não";500,00;2.000,00;2.000,00;2.000,00;
2025;27;"2304";"1310";"0217";"1558";10743;"0714";"Sim";1,00;2,00;3,00;4,00;
2025;27;"2304";"1310";"0217";"1599";10778;"0715";"Não";2,00;2,00;2,00;2,00;
2025;27;"2304";"1310";"0217";"1600";10781;"0716";"Não";10,00;10,00;10,00;10,00;
2025;27;"2304";"1310";"0217";"1601";10786;"0717";"Não";5,00;0,00;5,00;10,00;
2025;27;"2304";"1310";"0217";"1605";10792;"0718";"Não";5,00;5,00;5,00;5,00;
2025;27;"2304";"1310";"0217";"1607";10796;"0719";"Não";5,00;5,00;10,00;15,00;
2025;27;"2304";"1310";"0217";"1609";10799;"071A";"Não";1,00;1,00;1,00;1,00;
2025;27;"2304";"1310";"0217";"1611";10801;"06PO";"Não";15,00;15,00;18,00;20,00;
2025;27;"3102";"1274";"0049";"0963";9955;"06S0";"Não";3,00;3,00;2,00;3,00;
2025;27;"3102";"1274";"0049";"0974";9971;"070N";"Sim";55,00;110,00;165,00;220,00;
2025;27;"5111";"1281";"0457";"1505";10673;"06ID";"Não";38.857.830,00;38.857.830,00;38.857.830,00;38.857.830,00;
2025;27;"5122";"1295";"0186";"0461";9341;"05NW";"Não";45,00;50,00;55,00;60,00;
2025;27;"5122";"1295";"0186";"0497";9380;"05NY";"Não";67,00;70,00;75,00;80,00;
2025;27;"5128";"1321";"0244";"0530";9424;"0576";"Sim";20.700.000,00;21.000.000,00;21.000.000,00;21.000.000,00;
2025;27;"5128";"1321";"0261";"0569";9498;"058E";"Sim";55,00;60,00;65,00;70,00;
2025;27;"5128";"1321";"0261";"0575";9512;"058J";"Sim";87,00;87,50;87,75;88,00;
2025;27;"5128";"1321";"0296";"0588";9526;"058Q";"Sim";0,77;0,80;0,83;0,85;
2025;27;"5129";"1249";"0002";"0001";8766;"055Y";"Sim";50,00;100,00;100,00;100,00;
2025;27;"5129";"1249";"0002";"0420";9293;"055Z";"Não";19,00;13,00;6,00;6,00;
2025;27;"5129";"1249";"0002";"0421";9295;"0561";"Não";2,00;2,00;2,00;2,00;
2025;27;"5129";"1249";"0231";"0427";9305;"0563";"Sim";40,00;60,00;80,00;100,00;
2025;27;"5129";"1249";"0231";"0429";9308;"0565";"Não";0,00;2,00;3,00;1,00;
2025;27;"5131";"1322";"0253";"0527";9421;"0573";"Sim";62,10;63,00;64,00;65,00;
2025;27;"5131";"1322";"0309";"0679";9607;"0591";"Sim";13,00;14,00;15,00;16,00;
2025;27;"5131";"1322";"0341";"0747";9676;"059Y";"Sim";44,00;52,00;61,00;70,00;
2025;27;"5131";"1322";"0341";"0754";9680;"05A2";"Sim";836,00;1.300,00;1.764,00;2.228,00;
2025;27;"5133";"1332";"0370";"0816";9766;"05AQ";"Não";48.000,00;55.000,00;58.000,00;58.000,00;
2025;27;"5133";"1332";"0372";"0824";9779;"05AV";"Sim";19.700,00;49.910,00;89.810,00;131.000,00;
2025;27;"5133";"1332";"0374";"0833";9790;"05AZ";"Sim";45,00;60,00;60,00;60,00;
2025;27;"5133";"1332";"0374";"0837";9794;"05B1";"Sim";3,00;20,00;23,00;25,00;
2025;27;"5133";"1332";"0374";"0841";9799;"05B2";"Sim";50,00;53,00;56,00;60,00;
2025;27;"5133";"1332";"0374";"0848";9806;"05B3";"Sim";11,00;12,00;13,00;14,00;
2025;27;"5133";"1332";"0374";"0853";9814;"05B4";"Sim";8,00;14,00;15,00;16,00;
2025;27;"5133";"1332";"0374";"0858";9822;"05B6";"Sim";30,00;33,00;36,00;40,00;
2025;27;"5133";"1332";"0374";"0863";9825;"05B7";"Sim";200,00;400,00;600,00;800,00;
2025;27;"5133";"1332";"0376";"0874";9838;"05BB";"Sim";20,00;60,00;90,00;180,00;
2025;27;"5133";"1332";"0376";"0875";9841;"05BC";"Sim";20,00;30,00;40,00;50,00;
2025;27;"5133";"1332";"0376";"0953";9943;"05CC";"Sim";10.000,00;20.000,00;30.000,00;40.000,00;
2025;27;"5133";"1332";"0376";"0960";9949;"05CE";"Não";50,00;10,00;10,00;10,00;
2025;27;"5133";"1332";"0376";"0965";9957;"05CG";"Sim";40,00;200,00;250,00;300,00;
2025;27;"5133";"1332";"0376";"0972";9963;"05CI";"Sim";10,00;779,00;1.139,00;1.499,00;
2025;27;"5133";"1332";"0376";"0975";9965;"05CK";"Não";500.000,00;500.000,00;500.000,00;500.000,00;
2025;27;"5133";"1332";"0376";"1930";11228;"067G";"Não";3,00;12,00;14,00;15,00;
2025;27;"5133";"1332";"0376";"1935";11247;"068C";"Não";37,30;39,80;41,80;43,50;
2025;27;"5133";"1332";"0376";"1936";11249;"068D";"Não";3,20;4,90;5,20;5,50;
2025;27;"5133";"1332";"0376";"1937";11251;"068E";"Não";31,00;39,50;47,60;55,00;
2025;27;"5133";"1332";"0394";"1099";10109;"05DE";"Não";76,00;2.100,00;2.200,00;2.300,00;
2025;27;"5133";"1332";"0394";"1103";10112;"05DH";"Não";125,00;2.500,00;2.600,00;2.700,00;
2025;27;"5133";"1332";"0394";"1107";10118;"05DJ";"Não";3,00;3,00;3,00;3,00;
2025;27;"5136";"1327";"0342";"1085";10092;"05DB";"Não";750.000,00;1.000.000,00;1.500.000,00;1.750.000,00;
2025;27;"5136";"1327";"0342";"1100";10108;"05DG";"Não";600.000,00;200.000,00;300.000,00;400.000,00;
2025;27;"5136";"1327";"0342";"1105";10115;"05DN";"Não";20.000,00;30.290,00;26.453,00;15.113,00;
2025;27;"5136";"1327";"0343";"1132";10149;"05E6";"Não";1.000,00;1.000,00;1.000,00;1.000,00;
2025;27;"5136";"1327";"0343";"1142";10159;"05EB";"Não";67.632,00;60.000,00;33.000,00;33.000,00;
2025;27;"5136";"1327";"0343";"1154";10175;"05EF";"Não";60.000,00;80.000,00;80.000,00;80.000,00;
2025;27;"5136";"1327";"0343";"1159";10181;"05EI";"Não";40.000,00;50.000,00;60.000,00;50.000,00;
2025;27;"5136";"1327";"0343";"1163";10186;"05EL";"Não";10.000,00;10.000,00;10.000,00;10.000,00;
2025;27;"5136";"1327";"0343";"2710";12070;"07B6";"Sim";70.000,00;90.000,00;120.000,00;120.000,00;
2025;27;"5136";"1327";"0344";"1168";10195;"05EO";"Não";10,00;40,00;40,00;40,00;
2025;27;"5136";"1327";"0344";"1171";10198;"05ER";"Não";40,00;50,00;50,00;50,00;
2025;27;"5136";"1327";"0344";"1174";10203;"05EW";"Não";40,00;50,00;50,00;50,00;
2025;27;"5136";"1327";"0344";"1179";10208;"05EY";"Não";12.000,00;16.000,00;30.000,00;42.000,00;
2025;27;"5136";"1327";"0344";"1184";10215;"05F0";"Não";7,00;10,00;10,00;14,00;
2025;27;"5136";"1327";"0344";"1191";10222;"05F1";"Não";9.800,00;10.000,00;15.000,00;15.200,00;
2025;27;"5136";"1327";"0344";"1195";10229;"05F3";"Não";176.832,00;194.515,00;213.966,00;235.363,00;
2025;27;"5136";"1327";"0344";"1201";10237;"05F5";"Não";5,00;1.000,00;1.200,00;1.400,00;
2025;27;"5136";"1327";"0346";"1467";10614;"0692";"Não";1.500,00;1.800,00;2.000,00;2.000,00;
2025;27;"5136";"1327";"0346";"1485";10643;"068Z";"Não";7.500,00;5.000,00;5.000,00;5.000,00;
2025;27;"5636";"1296";"0072";"0227";9045;"054J";"Não";10,00;746.250,00;1.492.500,00;2.537.250,00;
2025;27;"5636";"1296";"0072";"0788";9731;"05AD";"Não";800.000,00;500.000,00;1.000.000,00;1.700.000,00;
2025;27;"5636";"1296";"0072";"0802";9746;"05AK";"Não";74,00;200.000,00;300.000,00;500.000,00;
2025;27;"5636";"1296";"0072";"0810";9756;"05AP";"Não";1.210.696,00;6.000.000,00;6.100.000,00;6.200.000,00;
2025;27;"5636";"1296";"0072";"0817";9765;"05AR";"Sim";20,00;40,00;60,00;80,00;
2025;27;"5636";"1296";"0329";"0957";9947;"05CF";"Não";15.000,00;151,00;166,00;184,00;
2025;27;"5636";"1296";"0329";"0968";9962;"05CM";"Não";20.000,00;3.000,00;3.000,00;3.000,00;
2025;27;"5636";"1296";"0339";"1016";10008;"05CW";"Não";100,00;1.200,00;1.200,00;1.200,00;
2025;27;"5636";"1296";"0339";"1039";10034;"05D1";"Não";4.437,00;2.000,00;2.000,00;2.000,00;
2025;27;"5636";"1296";"0339";"1055";10052;"05D5";"Não";300,00;300,00;300,00;300,00;
2025;27;"5801";"1336";"0389";"1011";10853;"05JH";"Sim";12.500,00;12.500,00;12.500,00;12.500,00;
2025;27;"5801";"1336";"0389";"1013";10003;"05JI";"Sim";17.060,00;20.472,00;23.844,00;27.296,00;
2025;27;"5801";"1336";"0389";"1040";10035;"05JK";"Sim";2,50;2,50;2,50;2,50;
2025;27;"5801";"1336";"0389";"1081";10084;"05JQ";"Sim";5.000,00;5.000,00;5.000,00;5.000,00;
2025;27;"5801";"1336";"0389";"1090";10098;"05JU";"Sim";2.500,00;2.500,00;2.500,00;2.500,00;
2025;28;"1144";"1255";"0007";"0006";8775;"06AD";"Não";19,00;9,00;10,00;11,00;
2025;28;"1144";"1255";"0007";"0041";8826;"06AM";"Não";9,95;11,79;13,60;15,35;
2025;28;"1144";"1255";"0033";"0047";8831;"06FE";"Não";404.013.424.594,37;470.398.519.795,52;548.405.619.034,71;640.204.442.146,29;
2025;28;"1144";"1255";"0033";"0048";9516;"06FI";"Não";1.912.394,00;1.892.427,00;1.873.427,00;1.855.389,00;
2025;28;"1144";"1255";"0036";"0136";8934;"06AX";"Sim";50,00;60,00;77,00;100,00;
2025;28;"1144";"1255";"0036";"1399";10522;"06BB";"Sim";1,00;5,00;9,00;13,00;
2025;28;"1144";"1255";"0175";"0331";9184;"06BF";"Não";3,00;20.000,00;20.000,00;20.000,00;
2025;28;"1144";"1255";"0175";"0342";9188;"06BK";"Sim";600.077,00;100.000,00;200.000,00;300.000,00;
2025;28;"1144";"1255";"0175";"0348";9196;"06BQ";"Sim";17.500,00;30.454,00;49.249,00;69.979,00;
2025;28;"1144";"1255";"0187";"0371";9222;"06BV";"Sim";18.000,00;2.500,00;3.000,00;3.500,00;
2025;28;"1144";"1255";"0187";"0372";9223;"06DP";"Sim";5.000,00;500,00;700,00;800,00;
2025;28;"1144";"1255";"0187";"0373";9225;"06DQ";"Não";1,00;1,00;1,00;1,00;
2025;28;"1144";"1255";"0525";"2025";11355;"0616";"Não";65,00;70,00;75,00;80,00;
2025;28;"1144";"1255";"0525";"2026";11357;"0617";"Não";27,00;27,00;27,00;27,00;
2025;28;"1144";"1255";"0525";"2027";11358;"0618";"Não";2.500,00;2.500,00;2.500,00;2.500,00;
2025;28;"1144";"1255";"0525";"2028";11359;"0619";"Não";100,00;10,00;10,00;10,00;
2025;28;"1191";"1328";"0321";"0710";10154;"05E8";"Não";4.072,00;1.700,00;1.800,00;1.900,00;
2025;28;"1191";"1328";"0321";"0715";10160;"05EC";"Não";75.800,00;352.000,00;355.000,00;360.000,00;
2025;28;"1191";"1328";"0321";"2260";11625;"06RE";"Não";21.682,00;15.000,00;16.000,00;17.000,00;
2025;28;"1191";"1328";"0321";"2261";11626;"06RF";"Não";70,00;2.100,00;2.220,00;2.400,00;
2025;28;"1191";"1328";"0321";"2262";11627;"06RG";"Não";15.184,00;15.500,00;16.000,00;17.000,00;
2025;28;"1191";"1328";"0324";"0718";10176;"05EG";"Não";585.000,00;600.000,00;600.000,00;720.000,00;
2025;28;"1191";"1328";"0325";"0720";10187;"05EM";"Não";15.000,00;100.000,00;100.000,00;100.000,00;
2025;28;"1191";"1328";"0325";"0726";10193;"05EN";"Não";5.711,00;25.000,00;26.000,00;27.000,00;
2025;28;"1191";"1328";"0326";"0727";10202;"05EV";"Não";2.000,00;3.000,00;3.000,00;3.000,00;
2025;28;"1191";"1328";"0327";"0733";10313;"05G8";"Não";19,00;19,00;19,00;19,00;
2025;28;"1191";"1328";"0327";"0735";10267;"05G9";"Não";12,00;57.183,00;65.760,00;75.624,00;
2025;28;"1191";"1328";"0328";"0740";10325;"05GA";"Não";1.761,00;4.500,00;4.500,00;4.500,00;
2025;28;"1191";"1328";"0328";"0903";10343;"05GB";"Não";1.536,00;1.843,00;2.211,00;2.653,00;
2025;28;"1191";"1328";"0328";"0904";10355;"05GD";"Não";11.966,00;14.000,00;15.800,00;17.500,00;
2025;28;"1191";"1328";"0328";"0905";10380;"05GE";"Não";2.000,00;3.000,00;3.000,00;1.000,00;
